StudentID,Name,Electronics,Programming,Database,Data Science,Mathematics,DSA
1288,Jerry Joseph,31,94,70,56,35,62
1289,Karan Reddy,40,42,79,84,38,56
1290,Norma Wall,96,78,34,80,81,77
1291,Rahul Choudhary,69,93,55,61,69,33
1292,Ananya Iyer,45,86,81,30,60,45
1293,Riya Gupta,74,53,90,85,57,76
1294,Vivaan Choudhary,97,42,32,57,56,51
1295,Jesse Hamilton,34,39,68,46,38,40
1296,Aditya Singh,53,30,73,54,96,36
1297,Vivaan Sharma,50,67,67,81,35,95
1298,Aarav Reddy,72,90,54,42,47,47
1299,James Stevenson,30,42,98,63,61,86
1300,Rahul Singh,63,42,41,94,88,98
1301,Christopher Christensen,37,32,57,88,53,71
1302,Ishika Mehta,46,61,84,74,37,34
1303,Joshua Sanchez,38,83,44,99,56,95
1304,Aarav Patel,89,61,63,51,45,68
1305,Monique Glenn,46,35,95,76,85,38
1306,Logan Boyd,86,71,77,73,34,100
1307,Tammy Mendoza,38,33,50,36,61,39
1308,Ishika Verma,53,48,61,36,55,63
1309,Tracie Hayes MD,79,72,64,37,73,44
1310,Rahul Singh,99,64,57,66,64,72
1311,Diana Maldonado,79,45,85,34,64,77
1312,Laura Hamilton,53,90,96,88,88,50
1313,Aditya Reddy,45,51,57,75,33,83
1314,Michael Avila,83,96,99,66,39,31
1315,Aarav Patel,47,53,31,47,98,78
1316,Amanda Payne,37,85,41,87,71,39
1317,Dr. Gabrielle Parrish DDS,36,76,54,40,42,99
1318,Siddharth Verma,32,98,55,75,52,31
1319,Siddharth Mehta,44,87,51,31,42,62
1320,Aditya Iyer,98,57,66,70,100,96
1321,Ananya Choudhary,71,38,99,87,60,36
1322,John Mitchell,57,62,32,60,39,53
1323,Tonya Carr,79,59,57,86,33,62
1324,Emily Park,62,48,75,100,42,63
1325,Rahul Choudhary,55,48,89,56,63,66
1326,Rahul Iyer,32,84,81,76,100,70
1327,Elizabeth Morgan,57,65,56,78,99,45
1328,Aditya Choudhary,30,53,98,31,45,60
1329,Andrew Brown,51,62,91,69,67,54
1330,Jeffrey Bell,44,34,74,31,39,79
1331,Nicholas Farley,95,68,82,90,39,32
1332,Siddharth Mehta,71,33,46,42,36,87
1333,Ana Love,67,41,66,81,74,95
1334,Samuel Smith,31,57,93,50,31,56
1335,Siddharth Sharma,72,61,74,81,42,53
1336,Jenny Santiago,75,98,66,47,68,40
1337,James Adkins,98,54,100,57,83,48
1338,Shawn Lopez,79,78,40,100,68,94
1339,Siddharth Patel,54,64,46,32,95,55
1340,Ishika Sharma,75,66,97,98,40,84
1341,Karen Erickson,94,33,30,84,66,41
1342,Tara Wells,44,33,40,64,86,88
1343,Corey Conner,46,64,31,95,82,34
1344,Tiffany Taylor,56,31,70,95,39,47
1345,Siddharth Choudhary,50,91,100,49,69,55
1346,David Evans,73,37,83,30,62,47
1347,Justin Jackson,68,96,72,60,45,87
1348,Priya Gupta,53,51,41,68,60,82
1349,Sara Taylor,83,100,30,48,56,63
1350,Justin Ware,42,85,73,70,81,80
1351,Priya Reddy,53,30,85,67,80,83
1352,Siddharth Gupta,36,48,31,82,59,93
1353,Valerie Brandt,76,55,65,90,56,36
1354,Karan Reddy,81,89,99,41,98,53
1355,Taylor Barton,50,58,91,77,77,49
1356,Siddharth Patel,90,52,35,97,75,100
1357,Kelly Jones,54,98,72,76,74,85
1358,Ananya Sharma,54,90,33,43,95,78
1359,Gabriel Collins,100,84,39,85,43,69
1360,Karan Sharma,33,48,74,62,88,36
1361,Joseph Roberts,91,85,60,58,37,71
1362,Priya Choudhary,82,58,93,45,99,67
1363,Rahul Nair,91,100,75,63,66,36
1364,Jessica Farley,79,35,93,81,48,74
1365,Michael Freeman,86,58,95,58,89,38
1366,Wendy Kelley,50,75,73,89,89,87
1367,Rahul Nair,77,42,82,85,35,71
1368,Travis Greene,89,53,58,60,41,49
1369,Siddharth Sharma,40,49,76,55,95,65
1370,Yolanda Shannon,66,94,39,41,64,65
1371,Tyler Bray,95,62,63,31,48,35
1372,Ishika Verma,38,32,96,88,39,42
1373,Zachary Reeves,68,63,36,70,37,100
1374,Vivaan Singh,33,48,39,77,37,63
1375,Riya Choudhary,91,59,96,30,91,32
1376,Ananya Patel,81,67,83,66,43,80
1377,Riya Sharma,66,69,90,53,83,49
1378,Ishika Sharma,97,36,75,76,38,46
1379,Anne Wright,78,66,84,34,30,67
1380,Karan Sharma,86,90,60,54,73,83
1381,Roger Phillips,55,39,89,66,76,47
1382,Aarav Sharma,41,93,54,54,78,48
1383,Mary Gonzalez,83,94,34,36,94,78
1384,Jonathon Wallace,60,37,54,76,64,92
1385,Richard Estrada,68,65,36,51,66,97
1386,Ishika Verma,44,93,96,63,33,95
1387,Cynthia Mckinney,99,66,54,95,89,68
1388,Amy Jackson,79,31,68,58,62,42
1389,Vivaan Nair,30,52,81,45,93,86
1390,Sarah Johnson,36,35,30,52,89,56
1391,Anita White,30,58,32,81,63,56
1392,Anthony Hall,71,50,54,99,38,37
1393,Karan Iyer,42,68,75,78,79,76
1394,Morgan Rodriguez,93,40,50,42,57,58
1395,Karan Gupta,54,75,69,66,44,48
1396,Michael Arnold,35,92,32,73,72,91
1397,Aarav Patel,73,41,30,78,53,64
1398,Priya Iyer,35,78,51,68,98,59
1399,Rahul Patel,85,63,38,64,55,95
1400,Ross Cunningham,89,71,90,38,59,87
1401,Rahul Verma,83,73,39,93,57,34
1402,Allison Brooks,57,50,85,38,33,49
1403,Ananya Sharma,54,66,39,32,58,55
1404,Ananya Iyer,37,43,80,33,99,37
1405,Jeffrey Green,51,36,47,60,89,39
1406,Aditya Sharma,85,40,84,55,96,90
1407,Eric Taylor,30,49,94,90,35,75
1408,Priya Iyer,64,69,35,44,50,64
1409,Aarav Sharma,93,65,99,32,31,34
1410,Eric Lewis,77,62,53,69,33,100
1411,Priya Nair,95,88,45,93,34,79
1412,Erica Hammond,85,64,80,74,41,59
1413,Karan Mehta,32,92,66,40,75,65
1414,Vivaan Reddy,89,38,80,34,40,59
1415,Riya Choudhary,39,82,88,36,33,85
1416,Priya Patel,40,48,81,49,64,95
1417,Ishika Patel,37,45,91,90,93,81
1418,Ishika Choudhary,100,40,68,52,46,71
1419,Mathew Lopez,76,38,58,100,86,93
1420,Rahul Reddy,73,42,81,45,87,88
1421,Christopher Ward,41,42,83,42,70,42
1422,Vivaan Choudhary,86,38,78,43,48,60
1423,Riya Nair,60,75,40,62,64,46
1424,Vivaan Sharma,95,99,53,64,82,35
1425,Siddharth Iyer,67,32,46,41,94,69
1426,Karan Patel,66,37,59,79,97,94
1427,James Patterson,82,31,83,90,78,66
1428,Drew Nelson,59,59,96,74,59,31
1429,Kerry Ward,82,64,71,50,74,89
1430,Megan Neal,37,35,36,50,81,67
1431,Theresa Parker,61,70,45,44,64,77
1432,Siddharth Patel,64,77,33,48,70,33
1433,Riya Nair,89,85,35,53,33,85
1434,Ananya Mehta,65,43,66,90,64,74
1435,Aarav Patel,86,40,64,74,44,55
1436,John Jenkins,71,82,96,45,49,68
1437,Emily Bowman,74,76,64,83,50,57
1438,Kimberly Mcintosh,81,84,91,63,76,32
1439,Ishika Gupta,33,88,36,51,61,45
1440,Carmen Nguyen,72,75,31,55,32,52
1441,James Aguirre,56,69,59,79,64,79
1442,Vivaan Reddy,81,76,96,81,68,66
1443,Aarav Verma,94,41,61,59,75,61
1444,Siddharth Verma,32,55,50,38,38,91
1445,Mrs. Kathleen Mack,37,95,38,61,96,32
1446,Timothy Jimenez,36,66,51,91,74,71
1447,John Bird MD,69,57,38,83,80,31
1448,Erin Combs,84,38,74,76,73,92
1449,Christopher Daniel,49,76,37,62,51,76
1450,Karan Patel,94,59,35,32,89,31
1451,Scott Thompson,85,68,67,60,67,66
1452,Damon Parker,78,69,52,30,84,77
1453,Kimberly Fitzgerald,53,81,59,38,71,89
1454,Rahul Verma,35,69,65,80,50,94
1455,Renee Nelson,78,88,91,86,35,71
1456,Colleen Nelson,51,34,91,57,45,87
1457,Riya Sharma,80,77,43,49,60,56
1458,Sara Mcintosh,68,57,46,33,91,44
1459,Kimberly White,55,40,77,61,60,54
1460,Ananya Nair,69,60,66,77,48,71
1461,Jessica Burns,71,41,75,51,40,98
1462,Ananya Sharma,68,34,40,56,32,49
1463,Riya Patel,40,30,31,62,57,34
1464,Chad Rodriguez,68,55,51,69,86,32
1465,Ananya Gupta,69,90,61,89,89,39
1466,Anthony Wright,70,99,42,35,73,84
1467,Vivaan Patel,89,81,40,49,93,85
1468,Riya Reddy,41,84,52,81,54,79
1469,Robert Harmon,70,82,41,85,53,56
1470,Karan Sharma,49,71,34,68,89,98
1471,Joel Hughes,42,71,71,56,35,78
1472,Ananya Reddy,63,61,90,47,93,70
1473,Christine Mooney,89,70,38,73,81,99
1474,Isaiah Mora,74,95,61,36,42,79
1475,Darryl Aguilar,33,95,67,35,95,31
1476,Emily Wang,33,83,59,54,76,73
1477,John Miller,50,37,79,74,67,79
1478,Jennifer Martinez,32,95,40,32,76,96
1479,Priya Iyer,77,74,68,78,55,38
1480,Ishika Verma,65,88,45,83,70,67
1481,Riya Nair,97,73,92,32,98,75
1482,Ananya Patel,64,42,43,51,58,91
1483,Martha Anderson,48,63,35,67,35,36
1484,Ananya Patel,47,73,94,87,35,59
1485,Adam White,67,75,33,40,73,78
1486,Siddharth Patel,100,87,65,53,53,99
1487,Aarav Singh,60,97,77,74,71,55
1488,Karan Reddy,47,79,53,36,82,63
1489,Karan Patel,88,75,95,48,78,84
1490,Priya Sharma,43,96,81,92,42,89
1491,Rahul Patel,57,53,45,96,51,50
1492,Karan Choudhary,68,32,99,82,59,93
1493,Lisa Hart,34,62,75,57,89,71
1494,Aarav Mehta,59,100,40,42,86,60
1495,Karan Verma,34,31,85,35,77,48
1496,Vivaan Singh,59,82,38,100,68,57
1497,Michael Davila,36,37,90,92,58,89
1498,Rahul Mehta,87,100,49,41,54,92
1499,Jose Jackson,37,55,52,50,69,100
1500,Sierra Walters,57,70,99,67,64,50
1501,Ananya Verma,75,57,64,46,96,65
1502,Aaron Harvey,32,64,74,46,63,45
1503,Rahul Iyer,90,89,68,39,68,85
1504,Hunter Walker,75,75,80,37,53,31
1505,Valerie Hendrix,91,91,54,72,68,54
1506,Wendy Thompson,53,42,83,64,53,96
1507,Diane Davis,93,35,60,46,98,97
1508,Ishika Sharma,38,31,63,55,70,30
1509,Melissa Patterson MD,59,91,36,93,97,82
1510,Donald Bryant,40,82,91,75,52,67
1511,Morgan Gonzalez,40,66,64,46,99,49
1512,Siddharth Nair,52,75,82,44,58,76
1513,Aarav Gupta,37,77,35,74,33,42
1514,Roberto Gilbert,47,65,53,50,41,73
1515,Rahul Sharma,52,54,100,47,53,55
1516,Vivaan Verma,36,61,99,44,36,38
1517,Edward Williams,63,79,38,99,80,30
1518,Michael Green,72,97,62,84,100,95
1519,Christopher Jones,92,90,53,51,68,84
1520,Vivaan Singh,33,83,36,39,61,46
1521,Anthony Robles,69,56,75,59,79,52
1522,Laura Long,62,94,53,56,94,59
1523,Aditya Verma,51,72,79,56,46,92
1524,Priya Singh,73,69,56,54,55,37
1525,Larry Hutchinson,42,61,38,73,84,61
1526,Vivaan Iyer,81,89,58,67,31,44
1527,Ishika Singh,81,79,52,71,59,84
1528,Ananya Choudhary,74,77,96,53,48,38
1529,Ishika Choudhary,59,67,60,40,70,82
1530,Cynthia Lewis,49,92,91,61,40,57
1531,Siddharth Iyer,41,99,80,99,93,66
1532,Siddharth Singh,57,42,90,40,89,91
1533,Erin Mills,86,69,53,79,89,45
1534,Lisa Wood,70,73,49,87,34,48
1535,Pamela Brown,89,83,57,52,36,80
1536,Riya Singh,36,43,74,97,35,92
1537,Jeremy Dunn,39,71,89,61,49,71
1538,Lori Nguyen,88,44,40,65,37,38
1539,Karan Singh,34,71,31,68,67,83
1540,Siddharth Iyer,82,70,86,54,54,31
1541,Ishika Choudhary,80,79,70,77,82,65
1542,Priya Nair,73,85,89,51,63,67
1543,Riya Iyer,100,81,35,75,82,62
1544,Dr. Kenneth Lin MD,82,89,31,44,44,41
1545,Priya Mehta,50,68,61,66,34,34
1546,Ananya Nair,30,60,94,30,50,41
1547,Terry Gonzalez,73,50,56,88,71,53
1548,Priya Patel,47,42,39,56,76,56
1549,Karan Nair,89,86,51,67,42,50
1550,Jenna Morris,96,30,81,73,46,53
1551,Anthony Wade,39,86,72,87,88,33
1552,Vivaan Patel,57,99,64,75,79,86
1553,Nicole Bryant,100,62,77,65,67,97
1554,Rahul Choudhary,60,60,95,38,97,66
1555,Vanessa Cobb,61,100,49,35,67,82
1556,Aditya Choudhary,46,82,94,93,92,49
1557,Vivaan Choudhary,77,91,31,69,99,87
1558,Dawn Ellis,36,92,85,81,67,86
1559,Priya Nair,77,70,68,64,81,50
1560,Brian Garrison,55,96,85,39,42,49
1561,Vivaan Gupta,46,96,33,44,72,81
1562,Tina Barajas,86,52,32,62,62,77
1563,Daniel Mendoza,72,47,50,43,47,39
1564,Aditya Patel,43,95,53,91,50,100
1565,Karan Nair,53,35,46,72,55,88
1566,Renee Brewer,42,84,65,58,30,84
1567,Maria Gutierrez,56,55,77,100,68,54
1568,Debra Sosa,81,43,52,91,41,35
1569,Siddharth Patel,77,88,80,50,68,86
1570,Aditya Singh,62,64,43,88,38,59
1571,Robert Smith,97,78,97,69,54,62
1572,Vivaan Singh,82,57,96,94,40,71
1573,Heather Strickland,46,60,32,74,68,90
1574,Katherine Gallagher,54,66,43,95,63,65
1575,Mr. Adam Robertson,30,80,52,45,89,61
1576,Rahul Singh,77,32,60,38,47,37
1577,Rahul Verma,100,92,58,65,82,55
1578,Harold Davis,70,33,76,86,35,93
1579,Priya Mehta,61,50,91,55,100,45
1580,Vivaan Singh,71,46,37,46,47,31
1581,Aarav Verma,89,79,38,89,68,65
1582,Karan Patel,71,93,69,44,51,94
1583,Nicholas Sharp,43,37,68,95,68,58
1584,Arthur Cortez,58,30,86,57,65,86
1585,Vivaan Nair,73,81,40,96,42,64
1586,Karan Gupta,81,46,35,37,74,85
1587,Aditya Choudhary,35,78,47,54,46,36
1588,Karan Nair,99,58,65,96,40,56
1589,Margaret Moore,74,82,66,44,78,34
1590,Alexa Evans,55,71,30,42,62,75
1591,Crystal Cole,75,74,67,80,41,87
1592,Karan Gupta,72,53,36,57,92,74
1593,Samantha Miles,35,93,89,72,87,75
1594,Riya Patel,97,97,55,72,55,98
1595,Riya Gupta,50,84,37,48,60,89
1596,Ishika Mehta,84,79,92,98,49,34
1597,Priya Singh,40,40,65,64,68,94
1598,Kristen Gilbert DDS,43,68,97,49,66,46
1599,Vivaan Choudhary,53,69,71,82,46,65
1600,Joseph Jones,33,53,33,46,39,87
1601,Sarah Washington,42,99,63,42,31,63
1602,Gina Sandoval,60,40,78,78,54,96
1603,Rahul Verma,73,31,33,82,74,53
1604,Jesse Jimenez,52,43,90,80,44,35
1605,Stephanie Long,59,81,62,67,47,41
1606,Jimmy Sloan,95,31,97,51,92,53
1607,Shane Castillo,84,81,51,40,59,90
1608,Rahul Reddy,86,37,33,47,69,84
1609,Michael Whitaker,50,81,69,39,75,87
1610,Riya Sharma,92,96,89,70,92,61
1611,Leslie Hall,36,78,90,61,84,71
1612,Abigail Hobbs,84,37,71,54,58,36
1613,Barbara Martinez,48,48,81,64,54,83
1614,Aditya Patel,74,63,62,70,44,33
1615,Ronald Wilson,38,41,95,91,35,54
1616,Rahul Singh,96,93,71,40,53,67
1617,Aditya Iyer,74,41,65,92,94,40
1618,Vivaan Mehta,88,62,82,52,44,42
1619,Andrea Scott,36,52,98,45,82,54
1620,Rahul Sharma,90,62,34,47,75,35
1621,Nathaniel Higgins,56,97,53,36,33,37
1622,Vivaan Singh,39,77,63,75,68,81
1623,Breanna Jimenez,34,30,32,54,71,39
1624,Priya Iyer,35,66,48,72,91,82
1625,Ronald Smith,49,45,32,50,80,56
1626,Aarav Verma,80,90,50,94,66,38
1627,Rahul Iyer,49,81,71,98,40,94
1628,Rahul Nair,60,70,67,99,50,73
1629,James Jackson,42,37,52,63,59,65
1630,Heather King,54,38,85,98,63,42
1631,Ananya Mehta,55,83,78,70,80,70
1632,Karan Mehta,40,98,48,55,61,37
1633,Karan Sharma,33,70,50,46,58,98
1634,Nicholas Wise,34,62,41,43,59,67
1635,Claudia Cox,62,30,70,35,42,97
1636,James Singleton,87,81,46,35,71,48
1637,Michael Murray,50,89,91,63,36,37
1638,Rahul Singh,56,51,85,40,91,35
1639,Aditya Nair,75,52,51,82,40,45
1640,Riya Nair,59,80,46,57,69,90
1641,Ananya Sharma,94,86,66,33,95,51
1642,Rahul Sharma,62,61,55,76,80,51
1643,Aditya Nair,81,40,80,47,71,90
1644,Riya Verma,43,37,70,58,48,100
1645,Theresa Burton,67,62,63,98,88,97
1646,Riya Reddy,65,90,32,100,76,74
1647,Riya Mehta,64,60,35,84,39,69
1648,John Cook,38,84,33,89,80,57
1649,Katie Williams,79,54,49,58,36,42
1650,Dr. David Marshall Jr.,74,73,97,96,88,97
1651,Priya Iyer,71,30,85,84,71,65
1652,Paula Hopkins,56,93,53,85,67,61
1653,Siddharth Reddy,48,67,63,52,99,48
1654,Raymond Melton,37,54,80,65,52,41
1655,Rahul Iyer,41,62,62,66,75,40
1656,Roberta Griffin,87,43,83,62,66,67
1657,Derrick Sanchez,46,50,67,37,43,91
1658,Christine Cordova,85,97,96,92,69,83
1659,Karen Waters,66,97,71,50,49,58
1660,Aditya Reddy,74,40,42,30,59,79
1661,Siddharth Verma,36,59,79,73,56,53
1662,Victoria Smith,44,94,94,72,69,82
1663,Priya Mehta,44,59,66,85,64,32
1664,Siddharth Verma,48,41,92,66,88,57
1665,Ray Lin,97,49,94,76,92,68
1666,Ishika Iyer,70,81,41,33,50,89
1667,Ishika Gupta,57,49,92,46,67,94
1668,Joseph Mclaughlin,47,83,82,82,97,41
1669,Ananya Reddy,40,44,84,37,76,92
1670,Karan Mehta,42,80,98,55,44,93
1671,Rita Frederick,70,83,87,71,46,92
1672,Aditya Sharma,82,41,35,75,60,62
1673,Aditya Mehta,53,44,79,65,93,40
1674,Karan Reddy,97,62,49,30,74,78
1675,Karan Singh,56,59,31,66,73,67
1676,Lori Moore,46,57,98,71,48,60
1677,Denise Peterson,70,94,31,83,46,97
1678,Nicole Sutton,92,53,99,93,76,31
1679,Aditya Sharma,43,89,82,55,67,46
1680,Riya Choudhary,92,90,70,35,73,93
1681,Priya Iyer,69,81,31,85,73,49
1682,Dawn Jackson,64,51,79,93,41,99
1683,Jeremy Holt,81,31,40,49,39,93
1684,Richard Davis,54,70,30,46,73,94
1685,Riya Gupta,31,64,75,45,87,43
1686,Karan Choudhary,68,68,66,50,95,64
1687,Casey Powell,87,39,95,94,85,76
1688,Kyle Martin MD,90,99,93,39,98,99
1689,Siddharth Patel,50,88,55,80,44,94
1690,Aarav Gupta,75,75,56,37,30,82
1691,John Kelly,72,75,35,88,38,80
1692,Riya Nair,71,47,62,92,34,73
1693,Aarav Choudhary,49,44,54,52,82,38
1694,Rahul Mehta,45,57,77,94,78,88
1695,Ishika Gupta,97,98,53,90,92,63
1696,Luis Wong,54,33,52,52,46,84
1697,Rahul Nair,66,36,67,59,42,80
1698,Tracy Miller,78,98,67,71,56,31
1699,Ananya Verma,86,78,79,37,74,92
1700,Karan Nair,90,54,78,64,76,42
1701,Riya Choudhary,87,48,49,37,41,91
1702,Robin Curtis,36,48,67,64,83,79
1703,Vivaan Nair,100,89,61,32,53,84
1704,Mary Hill,81,82,35,77,47,91
1705,Karan Choudhary,60,58,99,42,78,99
1706,Anthony Thompson,63,53,70,63,59,50
1707,Jessica Raymond,94,78,57,88,85,76
1708,Riya Reddy,56,40,33,62,53,67
1709,Siddharth Nair,64,60,61,37,39,71
1710,Siddharth Patel,32,78,68,43,47,33
1711,Scott Cardenas,47,66,54,99,86,100
1712,Adam Hernandez,55,74,94,65,65,33
1713,Ishika Iyer,51,83,37,37,66,77
1714,Ananya Mehta,86,97,31,79,47,93
1715,Siddharth Choudhary,62,53,74,87,60,46
1716,Ishika Verma,52,32,91,31,99,83
1717,Jamie Lopez,59,33,45,65,54,58
1718,Ananya Nair,64,37,52,53,98,54
1719,Ronald Kemp,37,53,51,37,79,34
1720,Ananya Iyer,86,93,90,89,32,62
1721,Vivaan Singh,45,46,89,65,87,65
1722,Priya Mehta,56,84,77,99,48,47
1723,Ryan Boyer,83,51,96,61,73,96
1724,Vivaan Verma,90,51,53,66,57,32
1725,Katherine Atkinson,80,31,60,45,97,74
1726,Elizabeth Mcmahon,91,39,99,42,45,88
1727,Siddharth Mehta,57,70,89,61,60,80
1728,Kimberly Richards,83,57,82,30,54,38
1729,Michele Hernandez,33,50,48,55,74,71
1730,James Fry,59,67,95,76,94,38
1731,Ananya Patel,71,80,30,55,84,97
1732,Michael Henderson,44,66,76,58,70,80
1733,Donald Reyes,72,43,71,38,56,31
1734,Jacqueline Herrera,51,58,41,59,73,46
1735,Harry Griffin,74,91,39,66,48,43
1736,Priya Verma,34,52,45,97,91,57
1737,Kelly Mendoza,74,69,64,42,52,79
1738,Jillian Meyers,48,36,78,37,48,96
1739,Aditya Sharma,93,68,85,75,85,97
1740,Siddharth Sharma,46,41,74,95,77,60
1741,Valerie Cooper,44,39,92,97,41,34
1742,James White,42,39,40,54,92,93
1743,Priya Mehta,92,73,56,42,94,34
1744,Dawn Mitchell,69,87,67,35,34,79
1745,Amy Oconnor,59,45,77,84,59,47
1746,Anthony Bryant,89,97,70,76,45,70
1747,Aarav Nair,50,84,32,33,45,77
1748,Vivaan Verma,36,55,72,59,87,49
1749,Glen Harrington,55,46,84,51,39,89
1750,Kevin Bonilla,66,49,55,68,80,49
1751,William Rosario,100,75,80,36,63,69
1752,Willie Ramos,83,68,85,46,31,71
1753,Edgar Aguilar MD,76,75,98,36,81,78
1754,Rahul Reddy,31,96,84,93,55,75
1755,Aditya Iyer,53,60,61,43,41,68
1756,Ishika Choudhary,90,59,31,62,35,76
1757,Aarav Singh,100,97,61,42,96,55
1758,Aditya Choudhary,53,50,80,70,60,38
1759,Aditya Gupta,49,44,41,75,92,50
1760,Erin Young,99,47,52,95,67,58
1761,Kimberly Hernandez,66,79,49,56,82,96
1762,Danielle Shaw,91,69,79,69,86,30
1763,Rahul Verma,75,93,98,63,42,100
1764,Denise Dixon,77,45,87,61,81,73
1765,Vivaan Singh,36,78,30,32,100,32
1766,Siddharth Gupta,76,38,60,51,44,89
1767,Sandra Gonzalez,38,94,74,74,57,86
1768,Allison Hill,59,52,40,48,70,68
1769,Kathleen Frank,98,66,84,52,67,67
1770,Brian Martin,49,74,48,68,42,50
1771,John Wright,89,88,63,97,92,90
1772,Dr. Craig Clark,63,62,78,36,47,75
1773,Daniel Hunter,62,49,42,98,100,74
1774,Ananya Singh,76,96,55,36,77,47
1775,Linda Morgan,77,61,46,38,81,43
1776,Aditya Patel,70,76,62,66,86,44
1777,Ananya Nair,68,60,65,64,47,67
1778,Ananya Singh,58,83,54,68,37,83
1779,David Lee,95,36,40,41,72,74
1780,Ryan Morales,74,86,70,31,95,71
1781,Heather Zimmerman,60,38,91,52,36,47
1782,Robin Rivera,41,95,71,56,63,47
1783,Priya Reddy,97,54,52,55,58,74
1784,Riya Gupta,47,45,37,46,61,85
1785,Karan Patel,45,44,97,76,60,38
1786,Ishika Mehta,58,87,75,69,75,87
1787,Thomas Gutierrez,85,45,33,49,86,75
1788,Hannah Carlson,89,45,73,87,98,89
1789,Cody Taylor,60,97,31,84,92,74
1790,Karan Gupta,65,63,78,41,94,60
1791,Suzanne Fisher,54,91,76,67,79,85
1792,Ananya Verma,34,57,82,60,97,63
1793,Ishika Verma,84,93,73,61,91,83
1794,Vivaan Patel,71,44,79,59,96,92
1795,Priya Nair,65,42,53,51,87,37
1796,Rahul Reddy,31,79,70,56,62,71
1797,Patricia Davis,80,70,58,50,83,98
1798,Siddharth Singh,95,59,69,62,73,92
1799,Karan Patel,54,55,50,70,65,79
1800,Vivaan Verma,76,82,69,77,86,80
1801,Kenneth Phillips,52,39,100,90,63,45
1802,Jessica Anderson,44,62,88,80,95,91
1803,Linda Williams,80,39,42,38,98,65
1804,Ishika Verma,59,53,46,40,78,86
1805,Siddharth Reddy,50,96,81,91,46,42
1806,Vivaan Singh,88,32,98,60,77,66
1807,Bobby King,44,44,52,51,40,96
1808,Kenneth Kennedy,71,67,64,54,98,94
1809,Nancy Robinson,95,64,36,85,47,73
1810,Sarah Thompson,41,98,68,43,60,55
1811,Angela Clark,63,53,78,91,75,90
1812,Ananya Patel,33,31,37,80,87,50
1813,Jonathan Gonzalez,39,58,76,61,95,32
1814,Joshua Kim,89,45,41,33,46,46
1815,Karan Verma,36,30,92,41,44,85
1816,Ishika Sharma,98,63,76,55,90,56
1817,Priya Verma,92,96,55,90,54,76
1818,Karan Singh,36,60,69,89,72,57
1819,Ishika Reddy,83,40,39,69,68,89
1820,David Kelley,31,92,57,97,90,64
1821,Dr. Zachary Carroll DVM,57,46,69,94,81,64
1822,Aditya Reddy,66,52,40,82,30,45
1823,Ishika Patel,43,32,74,53,93,100
1824,Kenneth Smith,33,36,44,94,99,46
1825,Jennifer Buck,79,38,33,65,80,65
1826,Ishika Choudhary,82,39,34,98,73,33
1827,Matthew Brown,48,84,47,95,70,40
1828,Aarav Gupta,99,37,30,56,63,64
1829,Karan Choudhary,91,32,30,81,30,91
1830,Rahul Patel,83,80,98,35,53,37
1831,Riya Choudhary,63,44,98,38,74,69
1832,Rahul Singh,34,59,86,97,85,91
1833,Angie Luna,62,71,84,38,73,97
1834,Mary Anderson,80,46,70,80,80,33
1835,Daniel Cruz,55,45,69,43,63,36
1836,Aarav Singh,92,91,48,56,30,74
1837,Ishika Mehta,93,80,39,69,61,77
1838,Aditya Iyer,44,74,35,94,58,72
1839,Ronald Washington,82,39,40,53,88,52
1840,Ishika Reddy,41,63,70,75,58,97
1841,Alan Bauer,45,75,34,66,80,31
1842,Priya Nair,91,48,83,47,42,93
1843,Karan Iyer,75,79,38,44,91,55
1844,Jason Alexander,71,82,59,92,58,82
1845,Robert Gonzales,37,53,76,46,44,39
1846,Nicholas Green,62,50,91,43,76,87
1847,Ralph Johnson,50,72,84,32,56,94
1848,Aarav Nair,76,41,60,96,47,34
1849,Siddharth Sharma,82,58,98,60,61,73
1850,Vivaan Nair,83,36,32,45,43,95
1851,Karan Singh,56,76,97,100,93,54
1852,Ananya Mehta,85,83,52,44,58,46
1853,Ananya Sharma,55,33,31,87,56,83
1854,Krystal Villarreal,46,97,73,85,69,90
1855,Rhonda Matthews,34,76,97,41,46,76
1856,Priya Choudhary,39,93,45,54,34,58
1857,Dean Castro,97,72,87,49,96,78
1858,Aarav Patel,88,65,89,35,71,80
1859,Aarav Mehta,92,47,41,55,63,54
1860,Riya Iyer,62,80,37,46,53,75
1861,Riya Gupta,88,52,41,74,78,47
1862,Tiffany Lambert,76,68,87,100,56,80
1863,Christopher Williams,84,67,74,81,60,51
1864,Scott Henderson,73,62,91,44,43,37
1865,Ishika Patel,41,77,90,37,77,54
1866,Riya Iyer,81,60,99,89,32,78
1867,Vivaan Mehta,75,37,76,34,87,40
1868,Connie Berry,80,86,96,54,89,70
1869,Riya Sharma,71,34,44,39,49,73
1870,Paul Smith,78,48,82,43,54,44
1871,Vivaan Singh,60,88,49,59,34,44
1872,Ishika Iyer,80,97,67,90,78,89
1873,Riya Sharma,47,33,62,89,56,33
1874,Christopher Bridges,99,31,32,96,71,61
1875,Riya Choudhary,78,49,84,76,87,59
1876,David Miller,86,54,34,88,76,34
1877,Aarav Verma,74,94,42,70,41,45
1878,Vivaan Iyer,59,54,75,37,88,88
1879,Amanda Mason,51,68,34,98,52,99
1880,Vivaan Nair,35,37,93,80,57,90
